source_pt,idx,formula,n_atom,a,b,c,alpha,beta,gamma,density
eval_gen_FM0.pt,8,Rb2BaNa2AcLaGdMg2Mn2Tl2Fe2SiNi2HgGe,21,3.5689690113067627,5.675728321075439,6.40948486328125,91.83692169189453,90.69073486328125,92.64938354492188,25.302631253747013
eval_gen_FM0.pt,9,Rb2BaNa2AcLaMg2ScMn2Fe2SiNi2HgBi2N,21,3.5689690113067627,5.675728321075439,6.40948486328125,91.83692169189453,90.69073486328125,92.64938354492188,23.23063785955865
eval_gen_FM0.pt,10,Rb2BaNa2AcLaMg2ScMn2Tl2Fe2SiNi2HgN,21,3.5689690113067627,5.675728321075439,6.40948486328125,91.83692169189453,90.69073486328125,92.64938354492188,23.112849285052555
eval_gen_FM0.pt,11,Li2Ca3EuGdTi4Tl2Cd3Ga2CoCuAg8Hg2Sb4Ru5Pb,40,4.534470558166504,6.237717151641846,6.96270227432251,84.41940307617189,78.29293823242188,77.43684387207031,36.28359811498665
eval_gen_FM0.pt,12,NaLi2Ca2SmEu2Mg2Ti4In2Ga2Co2Cu3Ag2Hg4Sb6Ru4Pb,40,4.534470558166504,6.237717151641846,6.96270227432251,84.41940307617189,78.29293823242188,77.43684387207031,34.00995824135716
eval_gen_FM0.pt,13,Li2Ca2PmGdMg2Ti6Tl4Cd2Co5CuAg5Sb6RuPb2,40,4.534470558166504,6.237717151641846,6.96270227432251,84.41940307617189,78.29293823242188,77.43684387207031,34.618934674381194
eval_gen_FM0.pt,14,LiCa6GdTi3Tl2Cd2Ga3Co2Cu3Ag6Hg2PdRu4(PbI)2,40,4.534470558166504,6.237717151641846,6.96270227432251,84.41940307617189,78.29293823242188,77.43684387207031,34.69653012212294
eval_gen_FM0.pt,15,NaSr2Ca3Gd2MgTi5Al3Ga2Co3Cu4Ag7SnSbTeRu3I,40,4.534470558166504,6.237717151641846,6.96270227432251,84.41940307617189,78.29293823242188,77.43684387207031,27.401881920999372
eval_gen_FM0.pt,16,Na2Li2Ca3SmMgTi3In2Ga2CoCu4Ag2Hg4GeSb6Ru5Pb,40,4.534470558166504,6.237717151641846,6.96270227432251,84.41940307617189,78.29293823242188,77.43684387207031,32.819695002274734
eval_gen_FM0.pt,17,LiCaTbEu2Mg2Ti3Cd2InGa3Co2CuAg5Hg6(Sb3Ru2)2,40,4.534470558166504,6.237717151641846,6.96270227432251,84.41940307617189,78.29293823242188,77.43684387207031,38.082451694836145
eval_gen_FM0.pt,18,Li2Ca3Eu2GdMgTi3AlIn2Ga3Co2Cu2Ag4Sb6(RuAu)4,40,4.534470558166504,6.237717151641846,6.96270227432251,84.41940307617189,78.29293823242188,77.43684387207031,33.824472585869565
eval_gen_FM0.pt,19,Li2Ca4Eu2Ti4Al2Tl2Ga2Co2CuAg5SnHg4Sb5Ru4,40,4.534470558166504,6.237717151641846,6.96270227432251,84.41940307617189,78.29293823242188,77.43684387207031,34.69519536401917
eval_gen_FM0.pt,20,Li2Ca5PmMg2Ti4Tl2Ga2Co2Cu3Ag3Sn4Hg4(SbRu2)2,40,4.534470558166504,6.237717151641846,6.96270227432251,84.41940307617189,78.29293823242188,77.43684387207031,32.73367385304915
eval_gen_FM0.pt,21,LiCaMg5Sc4PaTi2BeTl2Zn2TcHgTe3C2,26,4.885127544403076,6.395358085632324,6.57602071762085,112.8745803833008,89.61576843261719,91.39128112792969,16.92823795818756
eval_gen_FM0.pt,22,LiCaEuMg6Sc4TaTiBe2Tl2Zn2Hg(PbC)2,26,4.885127544403076,6.395358085632324,6.57602071762085,112.8745803833008,89.61576843261719,91.39128112792969,17.111865035507883
eval_gen_FM0.pt,23,CaYbEuMg8Sc4TaTi2Be2TlZn2HgC2,26,4.885127544403076,6.395358085632324,6.57602071762085,112.8745803833008,89.61576843261719,91.39128112792969,13.986148867161274
eval_gen_FM0.pt,24,CaEuMg8Sc4TaTiBeNbTl2Zn2TcHgC2,26,4.885127544403076,6.395358085632324,6.57602071762085,112.8745803833008,89.61576843261719,91.39128112792969,15.437273645811599
eval_gen_FM0.pt,25,CaYbEuMg6Sc4TaTi2BeTlZn2TcHg(PbC)2,26,4.885127544403076,6.395358085632324,6.57602071762085,112.8745803833008,89.61576843261719,91.39128112792969,17.976820531464593
eval_gen_FM0.pt,26,CaEuMg4Sc4TaTi2Be2Tl2Zn3HgTe3CN,26,4.885127544403076,6.395358085632324,6.57602071762085,112.8745803833008,89.61576843261719,91.39128112792969,17.358626582421927
eval_gen_FM0.pt,27,LiCaEuMg5Sc4TaTiBe2Tl2Zn2HgTe3C2,26,4.885127544403076,6.395358085632324,6.57602071762085,112.8745803833008,89.61576843261719,91.39128112792969,16.621299113946428
eval_gen_FM0.pt,28,CaYbEuMg8Sc4TaTiBeTlZn2TcHgRhC2,26,4.885127544403076,6.395358085632324,6.57602071762085,112.8745803833008,89.61576843261719,91.39128112792969,15.249978639431607
eval_gen_FM0.pt,29,CaYbEuMg8Sc4TaTiBe2NbTlZn2HgC2,26,4.885127544403076,6.395358085632324,6.57602071762085,112.8745803833008,89.61576843261719,91.39128112792969,14.381369061352427
eval_gen_FM0.pt,30,LiCaEuMg5Sc4TaTiBeTl2Zn2HgTe3RhC2,26,4.885127544403076,6.395358085632324,6.57602071762085,112.8745803833008,89.61576843261719,91.39128112792969,17.445212217839327
eval_gen_FM1.pt,1,K2RbTbU6NbGaSi2Ni2BTe10MoP4PtRh2AuCl7,43,4.072299003601074,4.32061529159546,4.8555474281311035,93.07030487060545,88.81633758544922,97.76748657226562,87.22466130979387
eval_gen_FM1.pt,2,K3RbGdU8GaSi2Ni2Te10MoAsP4IrRh3Cl5,43,4.072299003601074,4.32061529159546,4.8555474281311035,93.07030487060545,88.81633758544922,97.76748657226562,93.44977927040398
eval_gen_FM1.pt,3,K3RbGdU6Nb2GaBTe10Mo2AsP6PdPt3BrCl4,43,4.072299003601074,4.32061529159546,4.8555474281311035,93.07030487060545,88.81633758544922,97.76748657226562,92.27264233637369
eval_gen_FM1.pt,4,K2RbTbU7TaNb2GaSiNi3BTe10MoP4AuCl7,43,4.072299003601074,4.32061529159546,4.8555474281311035,93.07030487060545,88.81633758544922,97.76748657226562,90.00657602137777
eval_gen_FM1.pt,5,CsK2TbU7NbGaSiNi3Te10MoP4Rh3AuCl7,43,4.072299003601074,4.32061529159546,4.8555474281311035,93.07030487060545,88.81633758544922,97.76748657226562,91.41110652912025
eval_gen_FM1.pt,6,K3RbGdU7GaTe10P6Pt2Rh5AuSeCl5,43,4.072299003601074,4.32061529159546,4.8555474281311035,93.07030487060545,88.81633758544922,97.76748657226562,96.57731547555518
eval_gen_FM1.pt,7,K2RbGdU8CrGaSi2Ni2Te10P4PdRu2AuCl7,43,4.072299003601074,4.32061529159546,4.8555474281311035,93.07030487060545,88.81633758544922,97.76748657226562,91.82960825608338
eval_gen_FM1.pt,8,K3RbTbU8GaSi2Ni2Te10Mo2As2P4PtRh2BrCl3,43,4.072299003601074,4.32061529159546,4.8555474281311035,93.07030487060545,88.81633758544922,97.76748657226562,95.05092662708455
eval_gen_FM1.pt,9,K3RbBaTbU9Si2Ni2Te10As2P5PdRhAu(NCl)2,43,4.072299003601074,4.32061529159546,4.8555474281311035,93.07030487060545,88.81633758544922,97.76748657226562,96.28435773744809
eval_gen_FM1.pt,10,K2RbGdZrU7GaSi2Ni2Te10MoAsP2Rh4AuCl7,43,4.072299003601074,4.32061529159546,4.8555474281311035,93.07030487060545,88.81633758544922,97.76748657226562,92.08845661205464
eval_gen_FM1.pt,11,Ba8LiLa2TbCeGd2ErGa3SnB2PPt4S20N,48,5.11456823348999,5.076207160949707,7.05868673324585,70.18124389648438,69.13948822021484,60.55068588256837,45.250426147041246
eval_gen_FM1.pt,12,CsBa4LiLa2Gd2Tm2BeAlGa4Sn2B2PPt2Pb3(S9N)2,48,5.11456823348999,5.076207160949707,7.05868673324585,70.18124389648438,69.13948822021484,60.55068588256837,43.66905937573242
eval_gen_FM1.pt,13,Cs2SrLa2Nd2Gd2ErTmAl3Ga4BP2Pt4S15(I3N)2,48,5.11456823348999,5.076207160949707,7.05868673324585,70.18124389648438,69.13948822021484,60.55068588256837,46.08578978867669
eval_gen_FM1.pt,14,Ba6LiLa2Tb2GdZrUSn2B2P2H2Ir2Pt2PbS14I3(NO)2,48,5.11456823348999,5.076207160949707,7.05868673324585,70.18124389648438,69.13948822021484,60.55068588256837,46.69679892482095
eval_gen_FM1.pt,15,Ba5La2Gd2Tm2Ga4SnB2PPt4Pb2S19INO2,48,5.11456823348999,5.076207160949707,7.05868673324585,70.18124389648438,69.13948822021484,60.55068588256837,45.97355494241316
eval_gen_FM1.pt,16,Ba7LiLa2TbGd2TmAlGa4B2PPt4PbS19N2,48,5.11456823348999,5.076207160949707,7.05868673324585,70.18124389648438,69.13948822021484,60.55068588256837,44.01543341030262
eval_gen_FM1.pt,17,Ba4Sr2LiLa2Gd2Er2AlGa5SnB2PPt2C2S13I5N3,48,5.11456823348999,5.076207160949707,7.05868673324585,70.18124389648438,69.13948822021484,60.55068588256837,42.20944450099495
eval_gen_FM1.pt,18,Ba5SrLa2Gd2Tm2Ga4Si3B2AsPPt4CS14I3NO2,48,5.11456823348999,5.076207160949707,7.05868673324585,70.18124389648438,69.13948822021484,60.55068588256837,43.917909046731154
eval_gen_FM1.pt,19,Ba3SrLa2NdGd2Er2InGa5Sn2B2PPt2PbC2S13I4(NO)2,48,5.11456823348999,5.076207160949707,7.05868673324585,70.18124389648438,69.13948822021484,60.55068588256837,44.67857719705182
eval_gen_FM1.pt,20,CsSr2LaTb2CeNdGd2AlGa2Sn3B3IrPt3Pb2CS15I6N,48,5.11456823348999,5.076207160949707,7.05868673324585,70.18124389648438,69.13948822021484,60.55068588256837,49.78370026129581
eval_gen_FM1.pt,21,Na4La3YbMg2Sc2UPaZn2Cd2InSnGeAs3PCSe4S17N8ClO7,63,5.141983509063721,6.1220784187316895,6.6081767082214355,84.47502899169922,82.72527313232422,85.29515075683595,27.065464318397712
eval_gen_FM1.pt,22,K2Na2La3YbBe3Al3ZnCd2InCoSnGeBi2As4Ru2Se4S17N12O,63,5.141983509063721,6.1220784187316895,6.6081767082214355,84.47502899169922,82.72527313232422,85.29515075683595,27.898274111341976
eval_gen_FM1.pt,23,K2Na3La3ScU2PaBe2Al2Zn3Cd2BiBAs2PRu2PtSe4(S3N2)6,63,5.141983509063721,6.1220784187316895,6.6081767082214355,84.47502899169922,82.72527313232422,85.29515075683595,29.728678323733284
eval_gen_FM1.pt,24,K2Na2La3Yb2ScUPaBe2Al2Zn3SnGeAs2PRu3CSe5S19N11,63,5.141983509063721,6.1220784187316895,6.6081767082214355,84.47502899169922,82.72527313232422,85.29515075683595,28.487079476307052
eval_gen_FM1.pt,25,Na3La2HoMgScU2PaAl2Zn2Cd2BiB2SbAs3PRuPtCSe4S19N7ClO4,63,5.141983509063721,6.1220784187316895,6.6081767082214355,84.47502899169922,82.72527313232422,85.29515075683595,30.28481308662476
eval_gen_FM1.pt,26,RbNa3La2Yb2Sc2U2Be2Al3Zn3CdInCoGeB2Sb2Se4S24N5Cl2,63,5.141983509063721,6.1220784187316895,6.6081767082214355,84.47502899169922,82.72527313232422,85.29515075683595,28.285045818221718
eval_gen_FM1.pt,27,CsKNa3LiLa3UPaBe2Al4Zn3CdSiGe2BiB2As2RuSe4S15IN9ClO3,63,5.141983509063721,6.1220784187316895,6.6081767082214355,84.47502899169922,82.72527313232422,85.29515075683595,27.20397331252521
eval_gen_FM1.pt,28,K2Na3LiCaLa2YMg2UAl4Cd2InSiSn2GeAs2Se4S14N16O3,63,5.141983509063721,6.1220784187316895,6.6081767082214355,84.47502899169922,82.72527313232422,85.29515075683595,22.856025174003722
eval_gen_FM1.pt,29,CsRbNa2LiLaMgSc2U2Be2Al2Zn3CdInGe2BSbAsP2RuCSe4S22(N3O)2,63,5.141983509063721,6.1220784187316895,6.6081767082214355,84.47502899169922,82.72527313232422,85.29515075683595,25.620487765545253
eval_gen_FM1.pt,30,K2Rb2Na2La2HoMgScUPaBeNb2AlZn3Cr2CdP2RuPtSe4S19N12Cl,63,5.141983509063721,6.1220784187316895,6.6081767082214355,84.47502899169922,82.72527313232422,85.29515075683595,27.535711256095023
eval_gen_FM2.pt,1,LiY4Mg4TiZnFe3Co9ReAg2B2HN7O19F12,67,5.777872562408446,5.787733078002929,6.32254695892334,106.57270812988281,83.77281188964842,88.57794189453125,19.20234282451955
eval_gen_FM2.pt,2,CeY4Mg3TiZnGaFe4Co8Re2Ag3HN7O18F13,67,5.777872562408446,5.787733078002929,6.32254695892334,106.57270812988281,83.77281188964842,88.57794189453125,22.925894281237408
eval_gen_FM2.pt,3,Ce3TiAlZnGaFe4Co8NiAg3B2P3N8O19F12,67,5.777872562408446,5.787733078002929,6.32254695892334,106.57270812988281,83.77281188964842,88.57794189453125,20.362076196433
eval_gen_FM2.pt,4,Li2Y4HoMg3ZnFe3Co8CuSiAgB3RhCN7ClO23F6,67,5.777872562408446,5.787733078002929,6.32254695892334,106.57270812988281,83.77281188964842,88.57794189453125,18.777122794379522
eval_gen_FM2.pt,5,LiYbY3Ho2MgTiVZnCrFe3Co8Re2Ag2H2N7O19F12,67,5.777872562408446,5.787733078002929,6.32254695892334,106.57270812988281,83.77281188964842,88.57794189453125,23.749283244394515
eval_gen_FM2.pt,6,CaCe2NdVZnCrFe2Co8Ni3Ag3B3AsP2N7Cl3(O11F3)2,67,5.777872562408446,5.787733078002929,6.32254695892334,106.57270812988281,83.77281188964842,88.57794189453125,21.100134472546898
eval_gen_FM2.pt,7,LiCaCeY3MgTi2ZnCrFe3Co8Ag2B5N7ClO19F11,67,5.777872562408446,5.787733078002929,6.32254695892334,106.57270812988281,83.77281188964842,88.57794189453125,18.549839374982955
eval_gen_FM2.pt,8,CaCeY3MgTiZnCrFe3Co9Ag3BiB4HN7(O3F2)6,67,5.777872562408446,5.787733078002929,6.32254695892334,106.57270812988281,83.77281188964842,88.57794189453125,20.851203136195398
eval_gen_FM2.pt,9,Li2CaCe2Y2MgInFe3Co8ReNiAg3BAsP2N7O20F11,67,5.777872562408446,5.787733078002929,6.32254695892334,106.57270812988281,83.77281188964842,88.57794189453125,21.743400221417367
eval_gen_FM2.pt,10,Ca2CeY3TiZnFe2Co9ReNi2Ag3B3HN7O20F11,67,5.777872562408446,5.787733078002929,6.32254695892334,106.57270812988281,83.77281188964842,88.57794189453125,20.890297521793542
eval_gen_FM2.pt,11,Cs2K4BaNaLi2Ca3TbU5Cu4Ag3BAsRhSeS22Cl6O7,65,6.165624618530274,6.473819255828857,7.146732807159424,115.885986328125,99.69436645507812,91.2577590942383,26.02156802445523
eval_gen_FM2.pt,12,Cs2K5Ba2NaLiCa2U3MnCrInFeCu3BP3Rh2S23Cl7O6,65,6.165624618530274,6.473819255828857,7.146732807159424,115.885986328125,99.69436645507812,91.2577590942383,22.577324404973176
eval_gen_FM2.pt,13,Cs2K5Ba2NaLiCaThU3CrCu4AgAsPRu2CS21Cl6O11,65,6.165624618530274,6.473819255828857,7.146732807159424,115.885986328125,99.69436645507812,91.2577590942383,23.426985342097133
eval_gen_FM2.pt,14,CsK4BaNaLiCa3U6FeCu5Ag3WCS24Cl6O7,65,6.165624618530274,6.473819255828857,7.146732807159424,115.885986328125,99.69436645507812,91.2577590942383,26.358492434266907
eval_gen_FM2.pt,15,Cs2K4Ba2NaLiCa2ThU2NbFe2Cu3Ag4GeRuRhWCS23(ClO)6,65,6.165624618530274,6.473819255828857,7.146732807159424,115.885986328125,99.69436645507812,91.2577590942383,25.488004555164967
eval_gen_FM2.pt,16,Cs2K4Ba3Na2LiCaHoU3Cu2Ag4GeAs2PRuPtS19Cl7O10,65,6.165624618530274,6.473819255828857,7.146732807159424,115.885986328125,99.69436645507812,91.2577590942383,25.959104051638604
eval_gen_FM2.pt,17,Cs2K4Ba2NaLi2CaErU5Fe2Cu2Ag2P2RuCS25(ClO)6,65,6.165624618530274,6.473819255828857,7.146732807159424,115.885986328125,99.69436645507812,91.2577590942383,25.55847785073013
eval_gen_FM2.pt,18,K5Ba2Na2Li2CaErUNb2Fe2Cu3Ag2As2HRu3S23Cl6O7,65,6.165624618530274,6.473819255828857,7.146732807159424,115.885986328125,99.69436645507812,91.2577590942383,21.0980553962265
eval_gen_FM2.pt,19,K5BaNa2LiCa2ThU4Cu4SiAg4AsRhSeS23NCl7O6,65,6.165624618530274,6.473819255828857,7.146732807159424,115.885986328125,99.69436645507812,91.2577590942383,24.536097071443702
eval_gen_FM2.pt,20,Cs2K5BaNaLiCa2U4GaCu7As2PRu2S24(ClO)6,65,6.165624618530274,6.473819255828857,7.146732807159424,115.885986328125,99.69436645507812,91.2577590942383,24.010289269436072
eval_gen_FM2.pt,21,Cs2Rb2Na2Li3Ca2LaCeHoTiTl2ZnCo2Cu2SiGeHW2S2I2ClO24,56,6.196598052978516,6.360898971557617,8.49795150756836,93.65718841552736,93.44322204589844,90.8730239868164,14.939757525798868
eval_gen_FM2.pt,22,Cs2Rb2Ba2Na2Li2LaTi2ZnGaCo2Bi2SbAsHW2(ClO7)4,56,6.196598052978516,6.360898971557617,8.49795150756836,93.65718841552736,93.44322204589844,90.8730239868164,14.09645014850297
eval_gen_FM2.pt,23,Cs2KRb2BaNaLiCaDyYMgTi3Tl2Co2SiBiAsH2WCl3O28,56,6.196598052978516,6.360898971557617,8.49795150756836,93.65718841552736,93.44322204589844,90.8730239868164,13.346266661745812
eval_gen_FM2.pt,24,K2Rb5Li2CaCeHoTi2NbTl2ZnGaBi2Sb2AsHSe(ClO14)2,56,6.196598052978516,6.360898971557617,8.49795150756836,93.65718841552736,93.44322204589844,90.8730239868164,14.595769590421915
eval_gen_FM2.pt,25,CsKRb2LiCeGdYHoMgTi2Tl2ZnCoCu2GeBSbPW2S2I2NO27,56,6.196598052978516,6.360898971557617,8.49795150756836,93.65718841552736,93.44322204589844,90.8730239868164,15.177024317208456
eval_gen_FM2.pt,26,CsKRb2LiCa3LaMgTi3AlTl2Co2SiBi2AsPWCl5O27,56,6.196598052978516,6.360898971557617,8.49795150756836,93.65718841552736,93.44322204589844,90.8730239868164,13.317694824720949
eval_gen_FM2.pt,27,Cs2Rb2Li2La2DyMgTiTl2GaSiGe4Bi2AsW(ClO10)3,56,6.196598052978516,6.360898971557617,8.49795150756836,93.65718841552736,93.44322204589844,90.8730239868164,15.048571693174965
eval_gen_FM2.pt,28,KRb2NaLi2CeGdYHoTi2Tl2Zn3GaCoCu2GeHW2Se2I2Cl2O25,56,6.196598052978516,6.360898971557617,8.49795150756836,93.65718841552736,93.44322204589844,90.8730239868164,15.323437908622763
eval_gen_FM2.pt,29,CsRbLi2CaLa3CeHoTiTlZnCoSiBi2SbTeHW2(I2O15)2,56,6.196598052978516,6.360898971557617,8.49795150756836,93.65718841552736,93.44322204589844,90.8730239868164,17.03496195503896
eval_gen_FM2.pt,30,Cs2KRb6Li2AcYMg3Ti2TlCoSiBiSbAsHWSeClO28,56,6.196598052978516,6.360898971557617,8.49795150756836,93.65718841552736,93.44322204589844,90.8730239868164,13.740236981444435
eval_gen_FM3.pt,1,Cs2K3Na2Sr2Li6Yb2HfMgU2TiMn2Fe3Cu2SiAg(O4F3)6,73,4.872558116912842,6.161302089691162,8.697774887084961,82.62377166748047,85.96931457519531,85.10387420654297,19.247023113935427
eval_gen_FM3.pt,2,Cs2K2Na6Sr2Li4NdEuU2Ti3MnCu2SbIr2(O6F5)4,73,4.872558116912842,6.161302089691162,8.697774887084961,82.62377166748047,85.96931457519531,85.10387420654297,19.684215153418545
eval_gen_FM3.pt,3,Cs2K2Na2Sr2Li6CaNdEuTi2Mn3Fe3Ag2Sb3O23F20,73,4.872558116912842,6.161302089691162,8.697774887084961,82.62377166748047,85.96931457519531,85.10387420654297,17.409649246088495
eval_gen_FM3.pt,4,K3Rb2Na3SrLi4Yb3NdHfMgTi3MnFe4CuAgSbO25F18,73,4.872558116912842,6.161302089691162,8.697774887084961,82.62377166748047,85.96931457519531,85.10387420654297,18.02589928342708
eval_gen_FM3.pt,5,K3Rb2Na5SrLi4NdTi3Mn2FeSiAgBiSb2(O11F12)2,73,4.872558116912842,6.161302089691162,8.697774887084961,82.62377166748047,85.96931457519531,85.10387420654297,15.271132211985568
eval_gen_FM3.pt,6,K3Rb2Na3SrLi7CaYbMgU2TiMn2Fe2CuSiAgSbO22F21,73,4.872558116912842,6.161302089691162,8.697774887084961,82.62377166748047,85.96931457519531,85.10387420654297,16.431708542448725
eval_gen_FM3.pt,7,K3Rb2Na6SrLi7YbNdU2TiFe2Cu2Re2Ge(O4F3)6,73,4.872558116912842,6.161302089691162,8.697774887084961,82.62377166748047,85.96931457519531,85.10387420654297,18.139281943543104
eval_gen_FM3.pt,8,Cs2K2BaNa5Sr2Li5PrMgTi2Mn2FeAg2BiBTeO19F25,73,4.872558116912842,6.161302089691162,8.697774887084961,82.62377166748047,85.96931457519531,85.10387420654297,16.602173644670664
eval_gen_FM3.pt,9,K4Rb2Na5SrLi6NdUTaTiBeFe2AgSb2PIrO23F20,73,4.872558116912842,6.161302089691162,8.697774887084961,82.62377166748047,85.96931457519531,85.10387420654297,16.930302333581306
eval_gen_FM3.pt,10,K4Rb2Na5SrLi6TbUTi3MnFeCu2Si2SbO21F22,73,4.872558116912842,6.161302089691162,8.697774887084961,82.62377166748047,85.96931457519531,85.10387420654297,14.712308110422674
eval_gen_FM3.pt,11,CsK4RbBa2Li4TmMgTi2Mn2AlCu2NiClO14F15,52,5.9893317222595215,6.345969200134278,7.8868327140808105,82.46167755126953,93.1461181640625,90.42332458496095,10.25911462166811
eval_gen_FM3.pt,12,CsK5NaSrLi2TmTi2Mn2VCuPH3WClO15F14,52,5.9893317222595215,6.345969200134278,7.8868327140808105,82.46167755126953,93.1461181640625,90.42332458496095,9.520180493244508
